isoc;Year;Member.State;VariableCode;AggValue;CW.state;Top5.Chem.Ind
SGP;2009;Singapore;rgdpna;187742,642318165;0;0
SGP;2010;Singapore;rgdpna;215459,495557627;0;0
SGP;2011;Singapore;rgdpna;225993,578761372;0;0
SLE;2004;Sierra Leone;rgdpna;3671,2564694903;0;0
SLE;2005;Sierra Leone;rgdpna;3830,3126645382;0;0
SLE;2006;Sierra Leone;rgdpna;3993,7784992484;0;0
SLE;2007;Sierra Leone;rgdpna;4312,5642427561;0;0
SLE;2008;Sierra Leone;rgdpna;4546,1186080774;0;0
SLE;2009;Sierra Leone;rgdpna;4691,6022059571;0;0
SLE;2010;Sierra Leone;rgdpna;4940,340663449;0;0
SLE;2011;Sierra Leone;rgdpna;5238,4730237764;0;0
SLV;1997;El Salvador;rgdpna;2118,6853938329;0;0
SLV;1998;El Salvador;rgdpna;2198,1091074611;0;0
SLV;1999;El Salvador;rgdpna;2273,9240542953;0;0
SLV;2000;El Salvador;rgdpna;2322,8737372187;0;0
SLV;2001;El Salvador;rgdpna;2362,5701719525;0;0
SLV;2002;El Salvador;rgdpna;2417,8706675502;0;0
SLV;2003;El Salvador;rgdpna;2473,4888580023;0;0
SLV;2004;El Salvador;rgdpna;2519,2635549946;0;0
SLV;2005;El Salvador;rgdpna;2609,0137896577;0;0
SLV;2006;El Salvador;rgdpna;2711,0832746097;0;0
SLV;2007;El Salvador;rgdpna;2815,1912649432;0;0
SLV;2008;El Salvador;rgdpna;2851,0389653133;0;0
SLV;2009;El Salvador;rgdpna;2761,7155098885;0;0
SLV;2010;El Salvador;rgdpna;2799,4228047031;0;0
SLV;2011;El Salvador;rgdpna;2840,6065448626;0;0
SRB;2000;Serbia;rgdpna;47084,2467701571;0;0
SRB;2001;Serbia;rgdpna;49602,0379213665;0;0
SRB;2002;Serbia;rgdpna;51755,1448840111;0;0
SRB;2003;Serbia;rgdpna;53051,2217442706;0;0
SRB;2004;Serbia;rgdpna;58001,8775181222;0;0
SRB;2005;Serbia;rgdpna;61135,9861907586;0;0
SRB;2006;Serbia;rgdpna;63310,3173560418;0;0
SRB;2007;Serbia;rgdpna;66717,7867471343;0;0
SRB;2008;Serbia;rgdpna;69265,7866532202;0;0
SRB;2009;Serbia;rgdpna;66837,4910021983;0;0
SRB;2010;Serbia;rgdpna;67520,931775504;0;0
SRB;2011;Serbia;rgdpna;68615,5462447345;0;0
STP;2003;São Tomé e Príncipe;rgdpna;201,2225051913;0;0
STP;2004;São Tomé e Príncipe;rgdpna;210,3728927189;0;0
STP;2005;São Tomé e Príncipe;rgdpna;216,8520050049;0;0
STP;2006;São Tomé e Príncipe;rgdpna;243,4940295237;0;0
STP;2007;São Tomé e Príncipe;rgdpna;249,2666820827;0;0
STP;2008;São Tomé e Príncipe;rgdpna;272,8070562034;0;0
STP;2009;São Tomé e Príncipe;rgdpna;285,9580757377;0;0
STP;2010;São Tomé e Príncipe;rgdpna;298,8261891458;0;0
STP;2011;São Tomé e Príncipe;rgdpna;313,5985104091;0;0
SUR;1997;Suriname;rgdpna;1912,9380528986;0;0
SUR;1998;Suriname;rgdpna;1957,5172409212;0;0
SUR;1999;Suriname;rgdpna;1930,0394058177;0;0
SUR;2000;Suriname;rgdpna;1969,8914529747;0;0
SUR;2001;Suriname;rgdpna;2052,3757338976;0;0
SUR;2002;Suriname;rgdpna;2109,373298961;0;0
SUR;2003;Suriname;rgdpna;2241,9042221247;0;0
SUR;2004;Suriname;rgdpna;2421,2380243549;0;0
SUR;2005;Suriname;rgdpna;2516,2339660116;0;0
SUR;2006;Suriname;rgdpna;2661,276549909;0;0
SUR;2007;Suriname;rgdpna;2796,9742870549;0;0
SUR;2008;Suriname;rgdpna;2913,0313430901;0;0
SUR;2009;Suriname;rgdpna;3000,8932197382;0;0
SUR;2010;Suriname;rgdpna;3123,9519658807;0;0
SUR;2011;Suriname;rgdpna;3264,6468232749;0;0
SVK;1997;Slovakia;rgdpna;61280,6955515651;0;0
SVK;1998;Slovakia;rgdpna;63953,1176060215;0;0
SVK;1999;Slovakia;rgdpna;63977,2553788271;0;0
SVK;2000;Slovakia;rgdpna;64852,7149877442;0;0
SVK;2001;Slovakia;rgdpna;67110,8799936865;0;0
SVK;2002;Slovakia;rgdpna;70186,4994318224;0;0
SVK;2003;Slovakia;rgdpna;73537,9237523055;0;0
SVK;2004;Slovakia;rgdpna;77257,3279680683;0;0
SVK;2005;Slovakia;rgdpna;82398,9709952673;0;0
SVK;2006;Slovakia;rgdpna;89275,5009870767;0;0
SVK;2007;Slovakia;rgdpna;98644,0145765028;0;0
SVK;2008;Slovakia;rgdpna;104316,516503072;0;0
SVK;2009;Slovakia;rgdpna;99172,0580150411;0;0
SVK;2010;Slovakia;rgdpna;103320,322915918;0;0
SVK;2011;Slovakia;rgdpna;106780,729798596;0;0
SVN;1997;Slovenia;rgdpna;32386,8479441454;0;0
SVN;1998;Slovenia;rgdpna;33525,3264490993;0;0
SVN;1999;Slovenia;rgdpna;35310,681262448;0;0
SVN;2000;Slovenia;rgdpna;36817,0186117546;0;0
SVN;2001;Slovenia;rgdpna;37899,1780273805;0;0
SVN;2002;Slovenia;rgdpna;39349,592901519;0;0
SVN;2003;Slovenia;rgdpna;40502,5477922906;0;0
SVN;2004;Slovenia;rgdpna;42285,3246189945;0;0
SVN;2005;Slovenia;rgdpna;43979,8549839301;0;0
SVN;2006;Slovenia;rgdpna;46552,4872175314;0;0
SVN;2007;Slovenia;rgdpna;49792,6196499882;0;0
SVN;2008;Slovenia;rgdpna;51477,2346825047;0;0
SVN;2009;Slovenia;rgdpna;47441,0993371585;0;0
SVN;2010;Slovenia;rgdpna;48029,2768753115;0;0
SVN;2011;Slovenia;rgdpna;48317,2181377216;0;0
SWE;1997;Sweden;rgdpna;223713,521774396;0;0
SWE;1998;Sweden;rgdpna;233120,569525739;0;0
SWE;1999;Sweden;rgdpna;243983,610022455;0;0
SWE;2000;Sweden;rgdpna;254846,230167603;0;0
SWE;2001;Sweden;rgdpna;258063,180721293;0;0
SWE;2002;Sweden;rgdpna;264471,965822455;0;0
SWE;2003;Sweden;rgdpna;270649,242297269;0;0
SWE;2004;Sweden;rgdpna;282110,863427522;0;0
SWE;2005;Sweden;rgdpna;291027,78125;0;0
SWE;2006;Sweden;rgdpna;303533,765852178;0;0
SWE;2007;Sweden;rgdpna;313593,619589393;0;0
SWE;2008;Sweden;rgdpna;311669,985724069;0;0
SWE;2009;Sweden;rgdpna;296000,014865832;0;0
SWE;2010;Sweden;rgdpna;315408,277310584;0;0
SWE;2011;Sweden;rgdpna;327660,264477499;0;0
SWZ;1997;Swaziland;rgdpna;3604,1891775736;0;0
SWZ;1998;Swaziland;rgdpna;3698,0534143849;0;0
SWZ;1999;Swaziland;rgdpna;3807,1847040876;0;0
SWZ;2000;Swaziland;rgdpna;3874,1992353511;0;0
SWZ;2001;Swaziland;rgdpna;3919,0449758868;0;0
SWZ;2002;Swaziland;rgdpna;3988,6843439732;0;0
SWZ;2003;Swaziland;rgdpna;4078,0571639879;0;0
SWZ;2004;Swaziland;rgdpna;4196,5618395664;0;0
SWZ;2005;Swaziland;rgdpna;4299,9252929688;0;0
SWZ;2006;Swaziland;rgdpna;4441,9329769698;0;0
SWZ;2007;Swaziland;rgdpna;4597,5628524221;0;0
SWZ;2008;Swaziland;rgdpna;4705,9544833254;0;0
SWZ;2009;Swaziland;rgdpna;4762,7868519612;0;0
SWZ;2010;Swaziland;rgdpna;4858,0425890004;0;0
SWZ;2011;Swaziland;rgdpna;4921,1971426574;0;0
SYR;2011;Syria;rgdpna;88728,3253980151;1;0
TCD;2004;Chad;rgdpna;14044,0812606131;0;0
TCD;2005;Chad;rgdpna;15155,4886532959;0;0
TCD;2006;Chad;rgdpna;15180,9822034968;0;0
TCD;2007;Chad;rgdpna;15203,1994088965;0;0
TCD;2008;Chad;rgdpna;15254,795439956;0;0
TCD;2009;Chad;rgdpna;15880,2420529944;0;0
TCD;2010;Chad;rgdpna;18198,7573927323;0;0
TCD;2011;Chad;rgdpna;18853,9126588735;0;0
TGO;1997;Togo;rgdpna;4048,5684556259;0;0
TGO;1998;Togo;rgdpna;3957,2240957851;0;0
TGO;1999;Togo;rgdpna;4060,9608108491;0;0
TGO;2000;Togo;rgdpna;4021,8402506149;0;0
TGO;2001;Togo;rgdpna;3970,6283449269;0;0
TGO;2002;Togo;rgdpna;3920,0604501949;0;0
TGO;2003;Togo;rgdpna;4110,1031598765;0;0
TGO;2004;Togo;rgdpna;4214,3386663689;0;0
TGO;2005;Togo;rgdpna;4266,5333895869;0;0
TGO;2006;Togo;rgdpna;4432,9774265427;0;0
TGO;2007;Togo;rgdpna;4525,3412479957;0;0
TGO;2008;Togo;rgdpna;4631,9766789814;0;0
TGO;2009;Togo;rgdpna;4787,2213512029;0;0
TGO;2010;Togo;rgdpna;4978,5977998866;0;0
TGO;2011;Togo;rgdpna;5221,073832664;0;0
THA;2003;Thailand;rgdpna;441860,367659749;0;0
THA;2004;Thailand;rgdpna;469789,707457232;0;0
THA;2005;Thailand;rgdpna;489404,21875;0;0
THA;2006;Thailand;rgdpna;513571,173274035;0;0
THA;2007;Thailand;rgdpna;541537,378147923;0;0
THA;2008;Thailand;rgdpna;550451,568370571;0;0
THA;2009;Thailand;rgdpna;544287,512847706;0;0
THA;2010;Thailand;rgdpna;585274,31954235;0;0
THA;2011;Thailand;rgdpna;585725,489338519;0;0
TJK;1997;Tajikistan;rgdpna;7249,6761521358;0;0
TJK;1998;Tajikistan;rgdpna;7632,8573377138;0;0
TJK;1999;Tajikistan;rgdpna;7915,031833306;0;0
TJK;2000;Tajikistan;rgdpna;8571,773508262;0;0
TJK;2001;Tajikistan;rgdpna;9389,6175955045;0;0
TJK;2002;Tajikistan;rgdpna;10405,0775842926;0;0
TJK;2003;Tajikistan;rgdpna;11561,7796410592;0;0
TJK;2004;Tajikistan;rgdpna;12751,1092259028;0;0
TJK;2005;Tajikistan;rgdpna;13607,716796875;0;0
TJK;2006;Tajikistan;rgdpna;14505,0160437199;0;0
TJK;2007;Tajikistan;rgdpna;15630,1453545123;0;0
TJK;2008;Tajikistan;rgdpna;16815,4587418095;0;0
TJK;2009;Tajikistan;rgdpna;17491,3325297462;0;0
TJK;2010;Tajikistan;rgdpna;18634,7757899768;0;0
TJK;2011;Tajikistan;rgdpna;20013,7491984351;0;0
TKM;1997;Turkmenistan;rgdpna;22201,7336381453;0;0
TKM;1998;Turkmenistan;rgdpna;23778,0567981286;0;0
TKM;1999;Turkmenistan;rgdpna;27701,4361101925;0;0
TKM;2000;Turkmenistan;rgdpna;29216,4454131139;0;0
TKM;2001;Turkmenistan;rgdpna;30485,5626711007;0;0
TKM;2002;Turkmenistan;rgdpna;30563,9655482827;0;0
TKM;2003;Turkmenistan;rgdpna;31563,0491862843;0;0
TKM;2004;Turkmenistan;rgdpna;33141,3302010664;0;0
TKM;2005;Turkmenistan;rgdpna;37449,703125;0;0
TKM;2006;Turkmenistan;rgdpna;41718,9692822223;0;0
TKM;2007;Turkmenistan;rgdpna;46641,8076575033;0;0
TKM;2008;Turkmenistan;rgdpna;53498,153383305;0;0
TKM;2009;Turkmenistan;rgdpna;56761,5407401303;0;0
TKM;2010;Turkmenistan;rgdpna;61983,6024882223;0;0
TKM;2011;Turkmenistan;rgdpna;71095,1920519374;0;0
TTO;1997;Trinidad and Tobago;rgdpna;12091,5256396558;0;0
TTO;1998;Trinidad and Tobago;rgdpna;13077,7253637349;0;0
TTO;1999;Trinidad and Tobago;rgdpna;14121,2281111143;0;0
TTO;2000;Trinidad and Tobago;rgdpna;15095,9672305334;0;0
TTO;2001;Trinidad and Tobago;rgdpna;15726,0066251775;0;0
TTO;2002;Trinidad and Tobago;rgdpna;16973,155501516;0;0
TTO;2003;Trinidad and Tobago;rgdpna;19424,2555904743;0;0
TTO;2004;Trinidad and Tobago;rgdpna;20968,4986029999;0;0
TTO;2005;Trinidad and Tobago;rgdpna;22270,599609375;0;0
TTO;2006;Trinidad and Tobago;rgdpna;25211,9803920924;0;0
TTO;2007;Trinidad and Tobago;rgdpna;26410,6058396871;0;0
TTO;2008;Trinidad and Tobago;rgdpna;27035,4679073516;0;0
TTO;2009;Trinidad and Tobago;rgdpna;26078,5980387087;0;0
TTO;2010;Trinidad and Tobago;rgdpna;26734,0693719941;0;0
TTO;2011;Trinidad and Tobago;rgdpna;26367,4850131517;0;0
TUN;1997;Tunisia;rgdpna;40682,6782196392;0;0
TUN;1998;Tunisia;rgdpna;42627,1620613838;0;0
TUN;1999;Tunisia;rgdpna;45210,6264291541;0;0
TUN;2000;Tunisia;rgdpna;47154,3806590919;0;0
TUN;2001;Tunisia;rgdpna;49441,2612749535;0;0
TUN;2002;Tunisia;rgdpna;50281,7745293714;0;0
TUN;2003;Tunisia;rgdpna;53032,2228660984;0;0
TUN;2004;Tunisia;rgdpna;56192,500040382;0;0
TUN;2005;Tunisia;rgdpna;58440,1784460279;0;0
TUN;2006;Tunisia;rgdpna;61744,5203787846;0;0
TUN;2007;Tunisia;rgdpna;65605,7314455395;0;0
TUN;2008;Tunisia;rgdpna;68527,7660880247;0;0
TUN;2009;Tunisia;rgdpna;70685,2677037367;0;0
TUN;2010;Tunisia;rgdpna;73189,4926243663;0;0
TUN;2011;Tunisia;rgdpna;72124,367350386;0;0
TUR;1997;Turkey;rgdpna;569954,867957883;0;0
TUR;1998;Turkey;rgdpna;587577,093737165;0;0
TUR;1999;Turkey;rgdpna;567803,10352516;0;0
TUR;2000;Turkey;rgdpna;606268,671001567;0;0
TUR;2001;Turkey;rgdpna;571726,656137433;0;0
TUR;2002;Turkey;rgdpna;606966,970384553;0;0
TUR;2003;Turkey;rgdpna;638925,392011971;0;0
TUR;2004;Turkey;rgdpna;698746,74689092;0;0
TUR;2005;Turkey;rgdpna;757452,778363697;0;0
TUR;2006;Turkey;rgdpna;809667,70496001;0;0
TUR;2007;Turkey;rgdpna;847467,684648669;0;0
TUR;2008;Turkey;rgdpna;853051,127562958;0;0
TUR;2009;Turkey;rgdpna;811883,944726581;0;0
TUR;2010;Turkey;rgdpna;886227,775080424;0;0
TUR;2011;Turkey;rgdpna;961585,409477819;0;0
TZA;1998;Tanzania;rgdpna;23843,875603134;0;0
TZA;1999;Tanzania;rgdpna;24998,01034351;0;0
TZA;2000;Tanzania;rgdpna;26231,3738336946;0;0
TZA;2001;Tanzania;rgdpna;27804,6867431053;0;0
TZA;2002;Tanzania;rgdpna;29796,4903637315;0;0
TZA;2003;Tanzania;rgdpna;31848,3441886976;0;0
TZA;2004;Tanzania;rgdpna;34341,5276013136;0;0
TZA;2005;Tanzania;rgdpna;36872,45703125;0;0
TZA;2006;Tanzania;rgdpna;39356,6943261135;0;0
TZA;2007;Tanzania;rgdpna;42169,9489331955;0;0
TZA;2008;Tanzania;rgdpna;45306,0520643325;0;0
TZA;2009;Tanzania;rgdpna;48034,3613279191;0;0
TZA;2010;Tanzania;rgdpna;51417,4543043003;0;0
TZA;2011;Tanzania;rgdpna;54689,2921626074;0;0
UGA;2001;Uganda;rgdpna;22435,4449417431;0;0
UGA;2002;Uganda;rgdpna;24018,7008241541;0;0
UGA;2003;Uganda;rgdpna;25497,9800795427;0;0
UGA;2004;Uganda;rgdpna;26977,7151911541;0;0
UGA;2005;Uganda;rgdpna;29677,4863279806;0;0
UGA;2006;Uganda;rgdpna;31769,5595847228;0;0
UGA;2007;Uganda;rgdpna;34331,4120263388;0;0
UGA;2008;Uganda;rgdpna;37911,4901681295;0;0
UGA;2009;Uganda;rgdpna;39501,4959631199;0;0
UGA;2010;Uganda;rgdpna;41983,310558081;0;0
UGA;2011;Uganda;rgdpna;43713,0229530728;0;0
UKR;1998;Ukraine;rgdpna;184970,720006233;0;0
UKR;1999;Ukraine;rgdpna;184673,232177476;0;0
UKR;2000;Ukraine;rgdpna;195551,853450079;0;0
UKR;2001;Ukraine;rgdpna;213607,658440745;0;0
UKR;2002;Ukraine;rgdpna;224821,040539945;0;0
UKR;2003;Ukraine;rgdpna;246392,151936043;0;0
UKR;2004;Ukraine;rgdpna;276323,917445779;0;0
UKR;2005;Ukraine;rgdpna;283854,28125;0;0
UKR;2006;Ukraine;rgdpna;304712,605664341;0;0
UKR;2007;Ukraine;rgdpna;328911,96733997;0;0
UKR;2008;Ukraine;rgdpna;336489,805975577;0;0
UKR;2009;Ukraine;rgdpna;286828,90286173;0;0
UKR;2010;Ukraine;rgdpna;298731,417516535;0;0
UKR;2011;Ukraine;rgdpna;314135,524269669;0;0
URY;1997;Uruguay;rgdpna;27968,1001332217;0;0
URY;1998;Uruguay;rgdpna;29231,9478390238;0;0
URY;1999;Uruguay;rgdpna;28665,078353281;0;0
URY;2000;Uruguay;rgdpna;28111,8810560624;0;0
URY;2001;Uruguay;rgdpna;27031,2119604576;0;0
URY;2002;Uruguay;rgdpna;24941,1618850049;0;0
URY;2003;Uruguay;rgdpna;25142,0101437248;0;0
URY;2004;Uruguay;rgdpna;26400,1652878295;0;0
URY;2005;Uruguay;rgdpna;28369,599609375;0;0
URY;2006;Uruguay;rgdpna;29532,3701866101;0;0
URY;2007;Uruguay;rgdpna;31464,2247242874;0;0
URY;2008;Uruguay;rgdpna;33722,1489674638;0;0
URY;2009;Uruguay;rgdpna;34537,4901041415;0;0
URY;2010;Uruguay;rgdpna;37609,5539988986;0;0
URY;2011;Uruguay;rgdpna;39753,4039070294;0;0
USA;1997;United States of America;rgdpna;9783200;1;0
USA;1998;United States of America;rgdpna;10213800;1;0
USA;1999;United States of America;rgdpna;10711100;1;0
USA;2000;United States of America;rgdpna;11158100;1;0
USA;2001;United States of America;rgdpna;11280100;1;0
USA;2002;United States of America;rgdpna;11486300;1;0
USA;2003;United States of America;rgdpna;11779500;1;0
USA;2004;United States of America;rgdpna;12189400;1;0
USA;2005;United States of America;rgdpna;12564300;1;0
USA;2006;United States of America;rgdpna;12898400;1;0
USA;2007;United States of America;rgdpna;13144400;1;0
USA;2008;United States of America;rgdpna;13097200;1;0
USA;2009;United States of America;rgdpna;12690000;1;0
USA;2010;United States of America;rgdpna;12992000;1;0
USA;2011;United States of America;rgdpna;13225900;1;0
UZB;1997;Uzbekistan;rgdpna;70063,2817978211;0;0
UZB;1998;Uzbekistan;rgdpna;73146,0648224226;0;0
UZB;1999;Uzbekistan;rgdpna;76364,4906234811;0;0
UZB;2000;Uzbekistan;rgdpna;79419,0706277264;0;0
UZB;2001;Uzbekistan;rgdpna;82992,9288035633;0;0
UZB;2002;Uzbekistan;rgdpna;86478,6318878884;0;0
UZB;2003;Uzbekistan;rgdpna;90283,691634381;0;0
UZB;2004;Uzbekistan;rgdpna;97235,5358913534;0;0
UZB;2005;Uzbekistan;rgdpna;104042,0234375;0;0
UZB;2006;Uzbekistan;rgdpna;111637,091065504;0;0
UZB;2007;Uzbekistan;rgdpna;122242,614783427;0;0
UZB;2008;Uzbekistan;rgdpna;133244,450115543;0;0
UZB;2009;Uzbekistan;rgdpna;144037,250464807;0;0
UZB;2010;Uzbekistan;rgdpna;156280,416803336;0;0
UZB;2011;Uzbekistan;rgdpna;169251,691374547;0;0
VCT;2002;Saint Vincent and the Grenadines;rgdpna;634,4330911665;0;0
VCT;2003;Saint Vincent and the Grenadines;rgdpna;655,0230261956;0;0
VCT;2004;Saint Vincent and the Grenadines;rgdpna;695,2620698904;0;0
VCT;2005;Saint Vincent and the Grenadines;rgdpna;709,008120001;0;0
VCT;2006;Saint Vincent and the Grenadines;rgdpna;777,9048896626;0;0
VCT;2007;Saint Vincent and the Grenadines;rgdpna;804,109926273;0;0
VCT;2008;Saint Vincent and the Grenadines;rgdpna;815,6464169022;0;0
VCT;2009;Saint Vincent and the Grenadines;rgdpna;797,4904894604;0;0
VCT;2010;Saint Vincent and the Grenadines;rgdpna;775,4907492252;0;0
VCT;2011;Saint Vincent and the Grenadines;rgdpna;776,606868589;0;0
VEN;1998;Venezuela;rgdpna;213240,405536239;0;0
VEN;1999;Venezuela;rgdpna;200508,976372463;0;0
VEN;2000;Venezuela;rgdpna;207901,630380892;0;0
VEN;2001;Venezuela;rgdpna;214958,302587966;0;0
VEN;2002;Venezuela;rgdpna;195922,353355065;0;0
VEN;2003;Venezuela;rgdpna;180727,986988144;0;0
VEN;2004;Venezuela;rgdpna;213777,003145838;0;0
VEN;2005;Venezuela;rgdpna;235834,330063873;0;0
VEN;2006;Venezuela;rgdpna;259116,246776835;0;0
VEN;2007;Venezuela;rgdpna;281798,191642411;0;0
VEN;2008;Venezuela;rgdpna;296671,089121333;0;0
VEN;2009;Venezuela;rgdpna;287170,782950396;0;0
VEN;2010;Venezuela;rgdpna;282895,409459024;0;0
VEN;2011;Venezuela;rgdpna;294069,901591267;0;0
VNM;1998;Vietnam;rgdpna;124907,30469595;0;0
VNM;1999;Vietnam;rgdpna;130868,865132674;0;0
VNM;2000;Vietnam;rgdpna;139752,884731594;0;0
VNM;2001;Vietnam;rgdpna;149388,843138631;0;0
VNM;2002;Vietnam;rgdpna;159965,304142715;0;0
VNM;2003;Vietnam;rgdpna;171708,669210636;0;0
VNM;2004;Vietnam;rgdpna;185084,653411244;0;0
VNM;2005;Vietnam;rgdpna;200708,947732912;0;0
VNM;2006;Vietnam;rgdpna;217225,188251723;0;0
VNM;2007;Vietnam;rgdpna;235593,984629054;0;0
VNM;2008;Vietnam;rgdpna;250462,21509829;0;0
VNM;2009;Vietnam;rgdpna;263794,625918985;0;0
VNM;2010;Vietnam;rgdpna;281690,114008987;0;0
VNM;2011;Vietnam;rgdpna;298268,501709673;0;0
YEM;2000;Yemen;rgdpna;41257,2842605124;0;0
YEM;2001;Yemen;rgdpna;43705,1979662452;0;0
YEM;2002;Yemen;rgdpna;45910,0548113516;0;0
YEM;2003;Yemen;rgdpna;48553,0940472085;0;0
YEM;2004;Yemen;rgdpna;50803,8021629413;0;0
YEM;2005;Yemen;rgdpna;53414,6211675757;0;0
YEM;2006;Yemen;rgdpna;55893,409359785;0;0
YEM;2007;Yemen;rgdpna;57835,7309112409;0;0
YEM;2008;Yemen;rgdpna;60157,4859458377;0;0
YEM;2009;Yemen;rgdpna;62742,7024950817;0;0
YEM;2010;Yemen;rgdpna;67646,8039545389;0;0
YEM;2011;Yemen;rgdpna;60557,6436564705;0;0
ZAF;1997;South Africa;rgdpna;256019,121347899;0;0
ZAF;1998;South Africa;rgdpna;257343,720100642;0;0
ZAF;1999;South Africa;rgdpna;263412,215961655;0;0
ZAF;2000;South Africa;rgdpna;274355,909650582;0;0
ZAF;2001;South Africa;rgdpna;281860,704716041;0;0
ZAF;2002;South Africa;rgdpna;292198,897654511;0;0
ZAF;2003;South Africa;rgdpna;300816,060614476;0;0
ZAF;2004;South Africa;rgdpna;314516,858660345;0;0
ZAF;2005;South Africa;rgdpna;331114,28125;0;0
ZAF;2006;South Africa;rgdpna;349668,990811289;0;0
ZAF;2007;South Africa;rgdpna;369067,776427428;0;0
ZAF;2008;South Africa;rgdpna;382422,724584156;0;0
ZAF;2009;South Africa;rgdpna;376543,697979899;0;0
ZAF;2010;South Africa;rgdpna;387424,164998052;0;0
ZAF;2011;South Africa;rgdpna;399522,588450905;0;0
ZMB;2001;Zambia;rgdpna;10459,6222888825;0;0
ZMB;2002;Zambia;rgdpna;10805,0961541527;0;0
ZMB;2003;Zambia;rgdpna;11270,9152697873;0;0
ZMB;2004;Zambia;rgdpna;11967,5291228582;0;0
ZMB;2005;Zambia;rgdpna;12592,7578125;0;0
ZMB;2006;Zambia;rgdpna;13374,0442853564;0;0
ZMB;2007;Zambia;rgdpna;14217,4585946907;0;0
ZMB;2008;Zambia;rgdpna;15071,8460286438;0;0
ZMB;2009;Zambia;rgdpna;15991,4736762393;0;0
ZMB;2010;Zambia;rgdpna;17128,0180512988;0;0
ZMB;2011;Zambia;rgdpna;18258,4672426845;0;0
ZWE;1997;Zimbabwe;rgdpna;61192,8821316875;0;0
ZWE;1998;Zimbabwe;rgdpna;61494,0874954341;0;0
ZWE;1999;Zimbabwe;rgdpna;59282,0352860749;0;0
ZWE;2000;Zimbabwe;rgdpna;54439,4672352174;0;0
ZWE;2001;Zimbabwe;rgdpna;54334,1026958483;0;0
ZWE;2002;Zimbabwe;rgdpna;51107,1198117675;0;0
ZWE;2003;Zimbabwe;rgdpna;47293,6189197735;0;0
ZWE;2004;Zimbabwe;rgdpna;45570,8791463458;0;0
ZWE;2005;Zimbabwe;rgdpna;43719,3154481468;0;0
ZWE;2006;Zimbabwe;rgdpna;42134,9616852233;0;0
ZWE;2007;Zimbabwe;rgdpna;40758,2307195712;0;0
ZWE;2008;Zimbabwe;rgdpna;38825,691717493;0;0
ZWE;2009;Zimbabwe;rgdpna;45404,5601738858;0;0
ZWE;2010;Zimbabwe;rgdpna;49772,5628525984;0;0
ZWE;2011;Zimbabwe;rgdpna;54921,6702978473;0;0
